ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
5388,44,2,"","","w w w w w w w w w w w w w w w w w w w w w, w w w w w w w w w, w w w w w w, w w w w w w w w:"
5389,27,0,"","","w w w w w w w w w w w w w w w w w; w w w w w w w w w w."
5390,42,0,"","","w w w w w w w w w w w w w w w w w w, w w w w w w w: w w w w w w w w. w w w w w w w w w."
5391,27,1,"","","w w w w w w w w w; w w w w, w w w w w, w w w w w: w w w w."
5392,35,0,"","","w w, w Twt w w w w w w, w w w w w Twt w w Twt w w w w, w w w w w w Twt, w w w w w."
5393,42,0,"","","w w w w w w w w, w w w w, w w w. w w w w w w w w, w, w w w w w w w w w w, w w w w w w w w."
5394,32,0,"","","w w w w w w w, w w w w w w w w w w w: w w w w w w, w Twt w w w w w w."
5395,36,0,"","","w w w w w w w w w w w, w w w w w w, w w, w Tw w wt w w w, w w w w w Twt w w w w."
5396,41,0,"","","w w w w w w w w, w w w w w Twt w, w w w w w w w, w w w w w w, w w w w w; w w w w w w w w."
5397,16,0,"","","w w w w w, w w w w w w w w w w w."
5398,23,0,"","","w w w w w w w w w, w w w w w w w, w w w w w w w."
5633,35,0,"","","w w w w w Dwd w w w w w w w w Twt w Dwd w w w w w w w w w w w, w w w w w w w:"
5634,14,3,"","","w w w, w Dwd Twt w w, w w w, w w w;"
5635,33,0,"","","w w w w w; w w w w w: Tw wt w w, w w w w w w, w w w, w w w, w w; w w w w w."
5636,20,0,"","","w w w w w Dwd, Tw wt w w w w: w w w w w w w w."
5637,15,0,"","","w w w w w w w, w w w w w w w w;"
5638,13,0,"","","w w w w w w w; w w w w w w;"
5639,31,0,"","","w w w w w w w Dwd, w w w w w: w w w w w w w w w w, w w w Tw wt w w w."
5640,17,0,"","","w w w w w w; w w w w w w w, w w w w."
5641,21,0,"","","w w w w w w w w w, w w w w w w w: w w w w w."
5642,14,0,"","","w w w w w, w w w; w w Twt w w w."
5643,19,0,"","","w w w w w w, w w w: w w w w w w w w w w."
5644,16,0,"","","w w w w w w w w, w w, Twt w w w w w."
5645,10,0,"","","w w w w w w w w w w."
5646,12,0,"","","w Dwd w w w, w w w w w w w."
5647,12,0,"","","w w w w w, w w w; w, w w w."
5648,29,0,"","","w w w w w w w, w w w w w w w, w w w w w Dwd, w w w w w w w w w."
5649,14,0,"","","w w w w, w w w; w w w w w w w;"
5650,20,0,"","","w w w w w w w, Twt w w w w w: w w w w w w w."
5651,15,0,"","","w w w w w w w w w: w w Dwd w w w."
5652,17,0,"","","w w w w w w w w w: w w w, w w w w w."
5653,19,0,"","","w Dwd w w w w w w: w w w w w w w w w w w."
5654,17,0,"","","w w w w w w w w Dwd, w w w w w w w w."
5655,18,0,"","","w w w w Twt w w: w Tw wt w w, w w w w w w."
5656,13,0,"","","w w w w w w, w w w w w w w."
5657,18,0,"","","w w Dwd w w w w w w w; w w w w w w w w."
5658,18,0,"","","w w w w w w w w, Twt w w w w w w w w w."
5659,17,0,"","","w w w w w w w w; w w w w w w w w w."
5660,20,0,"","","w w w w w w w: w w w Twt w w w, Twt w w w Twt w."
5661,14,0,"","","w w Twt w w, w Dwd: w w Dwd w w w w."
5662,18,0,"","","w w w w w w w w w: w w w w w w w w w."
5663,25,0,"","","Tw wt w, w w Twt w; w w w w Dwd Twt w: w Twt w w w w w w w w w."
5664,15,0,"","","w w Twt w, w w Dwd? w w Twt w w, w w w?"
5665,12,0,"","","w Twt w w Twt w: w w w w w w."
5666,14,0,"","","w w w w w w Twt: w w w w w w w."
5667,17,0,"","","w w w w w w; w w w w w w w w w w w."
5668,17,0,"","","w w w w w w w w w w: w w w w w w w."
5669,14,0,"","","w w w w w w w; w w w w w w w."
5670,17,0,"","","w w w w w, w w w; w w w w w w w w w."
5671,20,0,"","","w w w w w, w w w, w w w w w: w, w w w w w w."
5672,20,0,"","","w w w w w w w w w: w w w w w w w w w w w."
5673,18,0,"","","w w w w w w w w w w, w w w w w w w w."
5674,17,0,"","","w w, w Tw wt w w w; Twt w w Dwd, w w w w w."
5675,28,0,"","","w w w w w w w w w w w w w, w w w w w w w w w w, Twt w w w w."
5676,30,0,"","","w w w w w w w w w w w, w w w w Tw wt w w w w: w w Twt w w w w w w."
5677,17,0,"","","w w w w w w: w w w w w, w w w w w w."
5678,14,0,"","","w w w w, w w w w w w w w w w."
5679,19,0,"","","w Dwd w; w w Twt w w; w w w w w w w w w w w."
5680,14,0,"","","w Twt w w w w, w w w w w w w w,"
5681,31,0,"","","w w w w w w w w: w w w w w w w w w w w w w w w: w w w w w w w w."
5682,20,0,"","","w w w w w w w, w Dwd, w w w, w w w w w w w w."
5683,23,0,"","","Tw wt w w w w w w w: w w w w w w, w w, w w w w w w."
5889,37,0,"","","w w Twt w w w w w. w w w w w w, w w w Tw wt w w w w, w w w w w w w, w w w w w w, w,"
5890,15,0,"","","w w w w Dwd w w w, w w w Twt w w w."
5891,26,0,"","","w w w w w, w w w w w w w, w w w w w Tw wt w, w w w w w w."
5892,33,0,"","","w Tw w wt w w w w w w, Twt w w w, Twt w w w w; Twt w w w Twt w w w w w w w w w."
5893,40,0,"","","w w w Twt w w w w; w w w w w w w w w, w w w Twt, w w: w Tw wt w w w, w w Twt w, w w w Twt w w w."
5894,21,2,"","","w Tw wt w w Tw wt w w w w w w w, w w w w w w w:"
5895,30,0,"","","w w w Twt w w w w w w w w w w w w w w; w w w w w w w w w w Twt w."
5896,42,1,"","","w Twt w w w w w w w w w: w w w w w w w, w w w w; w w Twt w w w: Tw w w w wt w w w, w w w w w w."
5897,39,0,"","","w w w Twt w w w w w w w, Twt w w w w w w w, w w w w w Twt w w w w w w, w w w w w w w w:"
5898,36,0,"","","w w, w w w w w w w w w, w w w w w w w: w w Dwd w w w w w w; w w w w w w w w w."
5899,36,0,"","","w w w Twt w w w w w w w. w w w w w w w w w, w w w w w w w w w: w w w w w w w."
5900,23,0,"","","w w w w w w w w w, w w w, w w w w: w w Dwd w w w w."
5901,33,0,"","","w w w w w w w w, w w w w w w w w w w w w w: w w w w w w w w w w w w."
5902,17,0,"","","w w Twt w w w w, w w w w w w Twt w Twt w."
5903,25,0,"","","w w w, w w, w w w w w w w w w w w w w w w, w Twt w w w!"
5904,47,0,"","","w w w w w w w w w w w w, w w w w w w w w w, w Twt w w w, w w Twt, w w Twt w w: w w w w w w, w w w w w w Dwd."
5905,43,0,"","","w w w, w w w w w, w Dwd, w w w w w: Tw w wt w w w w w w w w w w w w? w w w w w w. w w w w w w w."
5906,32,0,"","","w w, w w w w, w w w w, w w w w. w w w w w w w w w, Twt w Twt, w w w w w w."
5907,20,0,"","","w w w w w w w? w w w w w: w w w w w w Twt w."
5908,44,0,"","","w w w w w w, w w w w w w, w w, w w w w w, w w w w w w w: w w w w w w w w w w w w w w w w w w:"
5909,42,0,"","","w w w w w, w w w: w w w w w w w w w; w w w w w w w w w, w w w w w w w w w, w w w w w w w."
5910,16,0,"","","w Twt w w w w w w, w w w w w w w w."
5911,22,0,"","","w w w w w w w, w w w w w w Twt w. w w w w w w w."
5912,17,0,"","","w w w w w Twt w w w w; w w w w w w w,"
5913,6,0,"","","w w w, w w w,"
5914,10,0,"","","w w w, w w w w w w w,"
5915,6,0,"","","w w w, w w w,"
5916,6,0,"","","w w w, w w w,"
5917,20,0,"","","w w w w w, w w, w w w w w w w w w w w w w,"
5918,9,0,"","","w w w, w w w w w w,"
5919,6,0,"","","w w w, w w w,"
5920,9,0,"","","w w w, w w w w w, w,"
5921,10,0,"","","w w w, w w w w w w w,"
5922,17,0,"","","w w w w w, w w w w w, w w w w w w w,"
5923,6,0,"","","w w w, w w w,"
5924,10,0,"","","w w w w w w w, w w w,"
5925,13,0,"","","w w w, w w w, w w w w w w w,"
5926,6,0,"","","w w w, w w w,"
5927,8,0,"","","w w w: w w w w w."
6145,24,0,"","","w w w w w w Dwd w w w w, w w w w w w w w, w, w w w w."
6146,42,0,"","","w w w w w w w w w w w, w Twt w w, w w w w w w w w, w w w w w, w w w w w, w w w w w w w w w."
6147,45,0,"","","w w w w w w, w w Dwd w w w w w w, w w w w w, w w, w w w w w w w w w w w Twt: w w w w w w w w w w w?"
6148,36,0,"","","w w w w w w w, w w w w w w w. w w w w w w w w w w w w w w w w, w w w w w w."
6149,29,2,"","","w w w w w, w w w w, w w w w w w w w Twt w w w w w w w w, w w w:"
6150,20,0,"","","w w w w w, w w w w w w; w w w w w, w w w w,"
6151,32,0,"","","w w w w w w w w, w w w w w w w w, w w w w: w w w w w w w w w, Twt w w."
6152,22,0,"","","w w w w w w w w w, w w w w w w w w w w w w w."
6153,39,0,"","","w w w w w w w w w w w w w w w: w w w w w w w w w w w w w w; w w w w w Twt w w w w."
6154,47,1,"","","w w w w w w w w w w w w. w w w w w Dwd, w w w w w w w w w: w w, w w w, w Dwd, w w w w w w w; w w w w w w."
6155,21,0,"","","w w w w w w w w, w w w w Dwd w w w w w, w w, w,"
6156,26,0,"","","w w w w w, w w w Dwd, w w w w Twt; w w w w w, w w w Tw wt w w."
6157,60,0,"","","w w w w w, w w w, w w w w, w w w w w w w w w w w? w w w w w w w w w, w w w w? w w w w w w w w w w? w w, w w w w w w w w w w w w."
6158,36,0,"","","w w w w w, w w w w w w: w w w w w w w w w Dwd; w w w Twt w: w w w w w w w w w w."
6159,30,2,"","","w w Dwd w w w w w w w w w w w w w: w w w w w w w w w w w w w w."
6160,50,0,"","","w w w w w w w w w w w w w, w Dwd w w w w w, w w w w w w w w w, w w w: w w w w. w w w w w Dwd w w w w w w w w."
6161,47,0,"","","w w w w w Dwd w w w w w w w w w, w w, w, w w w, w w w w w: w w w, w w w w? w w w, w w w, w w w, w w w w w."
6162,26,1,"","","w w w w w w w, w w w w, w w, w w w w w Dwd w w w w w w w."
6163,14,0,"","","w w, w w w w w w, w w w w Dwd w."
6164,30,0,"","","w w w, w w w w w w w w w w w: w w w w, w w w w w w w w w w w w."
6165,38,0,"","","w w w, w w w w w w w w w w? w w w, w w w w w w, w w w w w w Dwd, w w w w w w w w w."
6166,37,0,"","","w w w w w, w w w w w w w w w w Twt w w w: w, Tw wt w w w w, w w w w Twt w w w w w w."
6167,24,0,"","","w w Twt w w, Twt w w, w w w w. w w w w w w, w Dwd w w w w."
6168,49,0,"","","w w w w w w, w; w w w w w Twt w w w w w: w w w w w w w w Dwd w w w w w w w w w. w w w w w w w w w w w w w."
6169,31,0,"","","w w w w w w w w Dwd, w w w w w w w. w w Dwd w w w w w, w w w w w w w."
