ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
8964,9,0,"","","w w w w, w w w w w."
8965,15,0,"","","w w w w, w w; w w w w Twt w w w w."
8966,19,0,"","","w w w, w w w w w? w Twt w w w w, w w w w w?"
8967,15,0,"","","w w w w, w w w w? w w w w w w w?"
8968,18,0,"","","w w Tw wt w w w w Twt; w w w Tw wt w w w w."
8969,24,3,"","","w w w w w w w w w Tw wt w w: w w w w w w w w w w w."
8970,14,0,"","","w w w, w Twt w w w, w w w w w w;"
8971,19,0,"","","w w w w w w w w w w, w w w w w w w w w?"
8972,14,0,"","","w w w, w w w w, w w w w w w w."
8973,12,0,"","","w w w w w w, w w w w w w."
8974,18,3,"","","w w w w w w w w, Twt w Twt w w; w w w w w."
8975,21,0,"","","w w, w Tw wt w Twt, w w w w w w; w w w Twt w w w w:"
8976,13,0,"","","w w w w w w w w; w w w w w."
9217,5,0,"","","w w w, w w,"
9218,18,0,"","","w w w w, w w w w w w Tw wt w w w w w w."
9219,14,0,"","","w w w w w w w, w w w w w w w."
9220,17,0,"","","w w w w Twt w Twt w: w w w w w w Twt w w."
9221,15,3,"","","w, w Twt w, w w w Tw: w wt w w w Twt w."
9222,14,0,"","","w w w w w w w w: w w w w w w."
9223,27,0,"","","w w w w w w w w: w w w Tw wt w w w; w, w w w w w w, w w w w."
9224,14,0,"","","w w Tw wt w w w, Twt w w w w w w;"
9225,13,0,"","","w w w w w w, w w w w w w w."
9226,14,0,"","","w w w w w w w, w w w w w w w."
9227,18,0,"","","w w w w w Twt, w w w w w w w, w w w w w."
9228,17,0,"","","w w w w w, w w w w w w, w w w w w w."
9229,15,0,"","","w w w w w w w w: w w w w w w w."
9230,11,0,"","","w w w w, w w w Twt w w w."
9231,13,3,"","","w w w w w w w, w w w w w w."
9232,34,0,"","","w w w w w w w w w w w Twt w w w, w Tw wt w w; w w w w w w w w w Tw wt w w w."
9233,16,0,"","","w w w w w w w w w: w w w w w Tw wt."
9234,20,0,"","","w Tw wt w, Twt w w w w w w Twt w: w w w w w w w."
9235,14,0,"","","w w w w w? Twt, w w, w w w w w w."
9236,12,0,"","","w w w w, w w w w w w w w."
9237,13,0,"","","w w, w w w: w w w w w w w w."
9238,10,0,"","","w, w w w w w: w w w w?"
9239,14,0,"","","w w w w w w? w w w w, w w w w?"
9240,9,3,"","","w w w w w w, w w w."
9241,11,0,"","","w w w w w; w w w Twt w w."
9242,19,0,"","","w, w Twt w, w w w Twt w, w w w w w w w w w w."
9243,17,0,"","","w w w w w w w w: w w w w w w w w w:"
9244,10,0,"","","w w w w w Twt w w w w."
9245,15,0,"","","w w Twt w w w w w w, Twt w w w w w?"
9246,14,0,"","","w, w w w w w w, w w w w w w w."
9247,12,0,"","","w w w w w w w; w w w w w."
9248,18,0,"","","w w w w w w; w w w Tw w wt w Tw wt w w w."
9249,12,0,"","","w w w w w w, w w w w w w."
9473,13,0,"","","w w w w w w, w w w w w w w."
9474,16,0,"","","w w w w w w w, w w w Twt w w w w w."
9475,16,0,"","","w w w w w w w, w w w w w w w w w."
9476,24,0,"","","w w w w w: w w w w w w w w; w w w w w w w w w w w."
9477,14,0,"","","w w w w w w; w w w w, w w w w."
9478,24,3,"","","w w w w w w, w w Twt w w; w w w w w, w w w w w w w w."
9479,15,0,"","","w w w w w w w w; w w w w w w w."
9480,11,0,"","","w w w w w w, w w w w w."
9481,13,0,"","","w w w w w w w: w w w w w w."
9482,16,0,"","","w w w w w w w w: w w w w w w w w."
9483,13,0,"","","w w w w w w w w: w w w w w:"
9484,26,0,"","","w w w w w w w w w: w w w w w w w w w w w w w w w w w."
9485,15,0,"","","w w w w w, w w w, w w w w, w w w."
9486,14,3,"","","w w w, w w: w w, w w w w w w w."
9487,16,0,"","","w w w w w w w, w w w w w w w w w?"
9488,18,0,"","","w w w w w w w w, w w w w w w w w w w?"
9489,14,0,"","","w w w Twt w, w w w w w w w w Twt?"
9490,17,0,"","","w w w w w w w w, Tw wt w, Twt w w w w w?"
9491,18,0,"","","w w w w w w w w; Twt w w w Tw wt w w w w."
9492,18,0,"","","w w w w w w w w? w w w w, w w w w w w."
9493,20,3,"","","w w Twt w w w w w w Twt w w w: w w w w, w w w."
9494,12,0,"","","w w w w w w w: w w Twt w w."
9495,25,0,"","","Twt w w, w w w w w: Tw wt w w w, w w w, w w w w w: w w w w."
9496,14,0,"","","w w w w w: w w w w Tw wt w w w."
9729,11,0,"","","w w Dwd w w w w w w, w w,"
9730,10,0,"","","w Twt w w w w w w w w?"
9731,18,0,"","","w w w w w w w w; w w w w w w, w w w w."
9732,16,3,"","","w w w w w w w w w w w? w, w w w w."
9733,17,0,"","","w w w w w w, w w w? w w w w w w w w?"
9734,13,0,"","","w w w w w w? w w w w w w w;"
9735,15,0,"","","w w w w w w, w w w w w w w w w?"
9736,21,0,"","","w Twt w w w w w w, w w w w, Tw wt w w w w w w w?"
9737,15,0,"","","w w w w w w w w, w w w w w w w,"
9738,13,0,"","","w w w w w w w Twt, w w w w w,"
9739,17,0,"","","w w, w w w w, w w w: w w w w w w w w?"
9740,16,3,"","","w w w w w w w w; Twt w w w w w w w;"
9741,20,0,"","","w w w w w w w w w w w, w w w w w w w w w?"
9742,14,0,"","","w w w w w Twt w w; w w w w w w."
9743,15,0,"","","w w w w w w w w, w w w w w w w."
9744,19,0,"","","w w w w w w w w w? w w w w w w w w w w?"
9745,20,0,"","","w w w w w w w w w? w w w w w w w w w w w?"
9746,14,0,"","","w w w w w w w w? w w w w w w."
9747,16,0,"","","w Twt w w Twt w w? w Tw wt w, w Twt w w w,"
9748,20,0,"","","w w w w w w w w w, w w w w w w w Twt w w w?"
9749,17,0,"","","w w Twt, w w w w w? w Twt w w w w w Twt w?"
9750,18,0,"","","w w w w w w w w w? w w w w w w w w w,"
9751,16,0,"","","w w w w w w w w w, w w w w w w w?"
9752,15,0,"","","w w w w w w w, Twt w w w w w w w?"
9753,18,3,"","","w w w w w w w w w w, w w w w w w w w;"
9754,20,0,"","","w w w w w w w w, Twt w w Tw; wt w w, w Tw wt w w;"
9755,19,0,"","","w w w w w w Twt; w w w w w w w w w w w w?"
9756,13,0,"","","w w w w w? w w w w w w w w?"
9757,17,0,"","","w w w w w w w? w w w w w w, w w w w?"
9758,16,0,"","","w w w w w Twt w w, w w w w w w w w."
9759,14,0,"","","w w w w w w w w, w w w w w w?"
9760,16,0,"","","w w w w w w w w? w w w w w w w w?"
9761,15,0,"","","w w w w w w? w w w w w w w w w?"
9762,16,0,"","","w w w w w w w w w, w w w w w w w?"
9763,15,0,"","","w w w w, w w w w, w w w w, w w Twt?"
9764,16,0,"","","w w w w w w w w? w w w w w w w w?"
9765,15,0,"","","w w w w w w w? w w w w w w w w,"
9766,12,0,"","","w w w w w w, w w w w w w?"
9767,16,0,"","","w w w w w w w w? w w w w w w w w,"
9768,15,0,"","","w w w w Twt w, Twt w w w w w w w w?"
9769,20,0,"","","w w w w w w w? w w w w w w w, w w w w w w."
9985,22,0,"","","w w w w w w w w w w w w w? Twt w w w w w w w w?"
9986,17,0,"","","w w w w w Twt w w? w w w w w w w w w?"
9987,14,0,"","","w w w, w w w w w w, w w w w w."
9988,20,0,"","","w w w w w w w, w w w w w; w w w, w w w w w."
9989,18,0,"","","w w w w w w w w? w w w w w w w w w w?"
9990,13,0,"","","w w w w w w w, w w w w w w."
9991,15,0,"","","w w w w w w w, w w w w w w w w."
9992,15,0,"","","w w w w w Twt w w, w w w w w w w."
9993,13,0,"","","w w w w w w w w, w w w w w?"
9994,19,0,"","","w w w w w w w w w w w? w w w w w w w w?"
9995,17,0,"","","w w w w, w w w Twt w? w w w w w w w w?"
9996,17,0,"","","w w w w, w w w w w w w, w w Tw wt w w?"
9997,15,3,"","","Tw wt w w w w w w? w w w w w w w?"
9998,12,0,"","","w w w w w w w, w w w w w,"
9999,16,0,"","","w w w w w w w w, w w w w w w w w."
10000,20,0,"","","w w w w w w w, w w Tw wt w w: w w w w w w w;"
10001,14,0,"","","w w w w w w w, w w w w w w w."
10002,15,0,"","","w w w w w w w w, w w w w w w w."
10003,13,3,"","","w w w w w w? w w w w w w w?"
10004,15,0,"","","w w w w w w w w? w w w w w Twt w."
10005,18,0,"","","w w w w w, w w w Twt w: w w w w w w w w."
10006,15,0,"","","w w w w, w w w w; w w w w w w w."
10007,11,0,"","","w w w w w, w w w w w w."
10008,19,0,"","","w w w w w w w w: w w w w Tw wt w w w w w."
10009,22,0,"","","w w w w w, w, w; w w w w w w w, w w w w w, w w w."
10010,14,3,"","","w w w w w w w, Twt w w w w w w?"
10011,14,0,"","","w w w w w w w w, w w w w w w?"
10012,17,0,"","","w w w w w w w, w w w w w w, w w w w."
10013,12,0,"","","w w w w w w, Twt w w w w w."
10014,15,0,"","","w w w w w w w: w w w w Twt, w Twt w."
10241,7,0,"","","w w Dwd w w, w w,"
10242,17,0,"","","w w w w w w w w Twt? w w w w, w w w w."
10243,7,2,"","","w w w w Dwd, w w,"
10244,17,0,"","","w, w w w; w w w w w? w w w w w w w w."
10245,17,0,"","","w w w w; w w w w w: w, w; w w w w w w."
10246,12,1,"","","w w w Dwd w w w w w w, w w,"
10247,18,0,"","","w w w w w w w w: w w w w w, w w w w w."
10248,15,0,"","","w w w w w w? w w w w, w w w w w?"
10249,15,0,"","","w w w w w w? w w w w w w w w w?"
10250,14,0,"","","w w w Twt w w w; w w w w w w w."
10251,17,0,"","","w w w w w w w: w w w w Tw wt w, w w w."
10252,19,0,"","","w w w w Tw wt w, Twt w w w; w w w w w w w w."
10253,12,0,"","","w w w w w w; Twt w w w w w."
10254,15,0,"","","w w w w w w w w w w w w w w w."
10255,14,1,"","","w w w, w w w w w; w w w w w w."
10256,18,0,"","","w w, w w Twt w w w, w w w Twt w w w w w w."
10257,15,0,"","","w w w w w w w: w w w w w w w w."
10258,15,0,"","","w w Tw wt w w w w; w w Twt w w w w."
10259,21,0,"","","w Twt w w w w w w w: w w w w w w w w w w Tw wt."
10260,15,0,"","","w w w w w w w, w w w w w w w w."
10261,14,0,"","","w w w w w w, w w w w w w, w w."
10262,16,0,"","","w w w w w Twt w w; w w w w w w w w."
10263,20,0,"","","w, w w w w w, Twt w w: w w w w w w w w w w w."
10264,11,0,"","","w w w w w w: Twt w w w w."
10497,18,0,"","","w w w w w w w w? w w w w w w Twt w w w?"
10498,16,0,"","","w w w w w w w w? w w w w w w w w?"
10499,14,0,"","","w w w w w w w? w w w w Twt w w?"
10500,16,0,"","","w w w w w w w? w w w w w w w w w?"
10501,17,0,"","","w w w w w w Twt w w? w w w w w w w w?"
10502,15,0,"","","w w w w w w w w? w w w w w w w?"
10503,14,0,"","","w w w w w w w w? w w w w w w?"
10504,11,0,"","","w w w w w, w w w, w w w."
10505,20,0,"","","w, w w w w w w w: w w Twt w w w w w w w w w?"
10506,17,0,"","","w Tw wt w w w w w w: w w w w w w w w?"
10507,17,3,"","","w w w w, w w w w Tw? w wt w w w w w w."
10508,13,0,"","","w w w w w w, w w w, w w w w."
10509,18,0,"","","w w w w w w w w? Twt w w w Tw wt w w w w?"
10510,14,0,"","","w w w w w w w w? w w Twt w w w."
10511,13,0,"","","Twt w Tw wt w, w w w Tw wt w w w."
10512,13,0,"","","w w w w w w, w w w w w w w."
10513,14,0,"","","w w w w w w, w w w, w w w w w."
10514,17,0,"","","w w w w w w w, w w w Twt w w w w w w."
10515,13,0,"","","w w w w w w w, Twt w w w w w."
10516,14,0,"","","w w w w w w, w Twt w w w w w w."
10517,12,0,"","","w w w w, w w w w w w w w."
10518,13,0,"","","w w w w w, w w w w w w w w."
10519,17,0,"","","w w w w w w w w: w w w w w; w w w w."
10520,18,0,"","","w w w w w w w w; w, w w w w w w w w Twt."
10521,16,0,"","","w w w w w, w w w w: w w w w w w w."
10522,17,0,"","","w w w w w w w w w w: w w, w w, w w w."
10523,10,0,"","","w w w w w, Twt w w w w."
10524,13,0,"","","w w w w w w: w w w w w w w."
10525,13,0,"","","w w w w w: w w w w w w w w."
10526,13,0,"","","w w Twt w w: w w w w w w w w."
10527,18,0,"","","w w w w w w w w w: w w w w w w w w w."
10528,16,0,"","","w w w w w w w w; Twt w w w w Tw wt w."
10529,12,0,"","","w w w w w w w, w w w w w."
10530,15,0,"","","w w w w Twt: w Twt w w w w w w w w."
10753,7,0,"","","w w w w Dwd, w w,"
10754,17,0,"","","w w w w w w w Twt, w Twt w w w w w w w."
10755,25,0,"","","w Twt w w w w w w? w w w w w w w w; w w w w w, w w w w."
10756,18,0,"","","w, w w w, w w w w: w w w w w, w w w w w."
10757,17,0,"","","w w w w w w w w w w w: w w w w w w."
10758,10,0,"","","w w w Twt, w w w w w w."
10759,49,1,"","","w w w Twt, w w w Dwd w w w w w w, w Dwd w w w w w, w w w w w w, w w w w w: w w w w w w w Tw w w wt w, w w w w Twt."
10760,62,0,"","","w w w w w w w w w w, w w w w w w, w w w w w w w w; w w w w w w w w: w w w w w: w w w w w Tw wt w, w w w w w w w w Tw w w wt w, w w w w."
10761,26,0,"","","w w w w w w w w Twt w w w w, w w w w w Dwd w w: w Dwd w w w."
10762,26,3,"","","w w Dwd w w w w w, w w w w w w: w w Dwd w w w w w w w w w."
10763,65,0,"","","w w w w w w w w, w w w w, w w w w w w w w w w, w w w w w w w w w: w w w w, w w w w w w w w w Dwd w w w w: w w w w w w w w w, w w w w w w w."
10764,34,0,"","","w w Dwd w w w w w w w w w w: w w w w w w, w w w w, w w w w w w, w w w w w."
10765,8,0,"","","w w w w w w w w."
10766,23,0,"","","w w w w w w w w, w; w w w w w w, w; w w w w w w, w."
10767,25,0,"","","w w w w w w w w w Twt w w w w w w: w w w w w w w w w."
10768,20,0,"","","w w w w w w w w w, w w w w, w w w w, Twt w w."
10769,9,0,"","","w w w, Twt w w w w w."
