ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
6914,37,0,"","","w w w Tw w wt w w w w w w Dwd, w w w w w w w w: w w w w w w w w w Dwd. w w w w w w."
6915,20,0,"","","w w w w w w w w w w Dwd, w w w w w w w w w."
6916,18,0,"","","w w w w w w w w w, w w w w w w w w w."
6917,56,2,"","","w w w w w w w w w, w w w w. w w w w w w w w w w w w w w w, w w w w w w, w w w w w. w w w w w w w w w w, w w w w, w w w."
6918,14,0,"","","w w w w, w w w w w w w Dwd w w."
6919,29,2,"","","w w w w w w w w, w w w w, w w w, w, w Twt w w w w w w w w w w w."
6920,18,0,"","","w w w w w w w w w w w w, w w w w w w."
6921,23,2,"","","w w w w w w, w w w w w w w w w: w w w w w w w w."
7169,35,0,"","","w Twt w w w w w w w w, w w w w w w w: w w w w Tw w wt w w w w w w Dwd, w w w w:"
7170,18,0,"","","w w w w w w w w w w w, w w w w w w w."
7171,36,0,"","","w w w w w w w w w w w w, w w w w w w w, w w w w w w w w Dwd w w w w w w w w."
7172,19,0,"","","w w w w w w w w w w, w w w w, w w w w w."
7173,53,0,"","","w w Dwd w w w w w w w w w w w w; w w w w, w w w w w w w w w, w w Twt w w. w w w w w w w w w w w w w, w w w w w w w."
7174,32,1,"","","w w w w w w w w w w w w w w w w w, Tw wt w w w; w w w w w Dwd w w w w."
7175,27,0,"","","w w, w w w w w, w w w w w, w w w w w w w, w w Tw wt w w w w."
7176,32,0,"","","w w w w w w w w w w w w w w, w, w, w w, w w w w w w w w, w w w w w w."
7177,59,0,"","","w w w w w Dwd w w, w w Twt w: w w w w w w w w w w w, w w w w, w, w w Dwd w w w w w w w w, w w w w w w w, w w w w w w w w Twt w w w w."
7178,34,0,"","","w w w w w w w w w w w w w w w w w w w: Tw w wt w w w, w w w, w w w Dwd w w?"
7179,27,0,"","","w w w w, w w w w w, w w w w w w w w: w w w w w w Dwd Twt w w."
7180,41,0,"","","w w w w w w w w w w, w w w w w, w w w w w, w w w w w w, w w w w w w, w w w w w w w w w,"
7181,45,0,"","","w w w w, w w w w w w w w: w w w w w w w Dwd Twt, w w w w Twt w w w w w w w: w w w w w, w Tw wt w w w w."
7182,17,0,"","","w w w w w w w w w w w w w w w w w."
7183,69,0,"","","w w w w w w w w w w, w w w w, w w w w w w w w w w w, w w w, w w w, w w w w w w w w, w w w, w w w w w w w w w, w w w w w, w w w w w, w w w: w w w w w."
7184,15,1,"","","w w w w w w w w w w w w w w w."
7185,13,0,"","","w w w w w w w w w, w w w w."
7186,47,0,"","","w w w w w w w w w w w, w w w w w w, w w w w, w w, w w, w w w w w w, w w w w w w, w w w w w w: w w w w."
7187,23,0,"","","w w Dwd w w w w w w w w w; w w w w w, w w w w w Dwd."
7188,15,0,"","","w w w w w w w w, w w w, w w w w."
7189,38,0,"","","w w w w w w Twt w w w w w Dwd, w Twt w w w w w w, w w w w, w w Twt w w w w w: w w w w w."
7190,20,2,"","","w w w w w w w w w w w w w w Dwd: w Tw wt w w."
7191,46,0,"","","w w w w w w w w, w w w: w w w, w w w w w w w w w w, Twt w w w w w, w w w w w. w w w w w w w, w w w w."
7192,43,0,"","","w w w w w w w w w w w, w w w w w w w w w w w, w w w w w w w w w w Dwd, w w w w w w w w w w."
7193,27,0,"","","w w w w w w w w w w w w w w w w w, w w w w w Dwd w w w w."
7194,28,2,"","","w w w w w w w w w w w, w w w, w, w Twt w w w w w w w w w w w."
7195,37,0,"","","w w w w w w, w w w w w w w, Twt w w: w w w w w w w w w w w w w: w w w w w w w w."
7425,31,0,"","","w w w w Tw w wt w w w w w, w w w w w w w w w. w w w w Twt w, w w w w."
7426,22,0,"","","w w w Tw w wt w w w w w w Dwd, w w w w w w w w w."
7427,24,2,"","","w w w w w w w w, w w w w, w w w w w w w w Dwd, w w w."
7428,17,0,"","","w w w w w w w w w, w w w w w w w w,"
7429,32,0,"","","w w w w, w w, w w, w w w, w w w w w w Dwd w w w w, w w w w w w w w w Twt."
7430,39,0,"","","w w w w w, w w Tw w wt w w w w w w Dwd w w, w w w w, w w w w w w w w w w w Dwd, w w Twt w."
7431,33,0,"","","w w w w w w w w w w, w w w w w, w w w w w w w w w w w w Twt w w w w w."
7432,29,0,"","","w w w w w Dwd w w w w w, w w w w w w w, w w, w w w, w w w w w w."
7433,23,0,"","","w, w, w w w w w w w, w w w w w w w w w Twt w w w w."
7434,25,0,"","","w Tw wt w w w w w w w w w Dwd w w w, w w w w w w w w w."
7435,29,0,"","","w w, w w w w: w w Dwd w w w w w w w, w w w, w w w w w w w, w w w."
7436,53,1,"","","w w w w, w w w w w, w w w w w w, w w w w w w: w w w w w w, w w w w w, w w w w w w: w w w w; w w w w w, w w w w w w:"
7437,18,0,"","","w w w w w w; w, w w: w w w w w w; w, w w:"
7438,18,0,"","","w w w w w w; w, w w: w w w w w w; w, w w."
7439,30,0,"","","w w w w w, w w w, w w, w w w w w w w, w w w w w Dwd, w w w w w w Dwd."
7440,55,0,"","","w w w w w w w w w w w w w Dwd, w w Twt, w w w w w w w w w w w w w w Dwd w w w w w w w w Dwd. w w w w Twt, w w Twt w w w w w w."
7441,53,0,"","","w w w w w w Twt w w w w w w, w w w w w w w w w w w w w w w Dwd: w w w w w w w Dwd w w w; w w w w w w w w w w w w w."
7442,39,0,"","","w w w w w w w w, w w, w w w w w w w w Dwd, w w w w w w, w w w w w, w w w w, w w w w w."
7443,31,0,"","","w w w w, w w w w w w w w w w w w, w w w w w, w, w, w Twt w w w w w Dwd."
7444,22,1,"","","w w w w w w, w w w w w w w, w w w w w w w w Dwd."
7445,47,0,"","","w w w w w, w w w, w w w, w w w w, w w w w w w w, w w w w, w w w. w w w w w w w w w w w Twt w w w w w Dwd."
7446,44,0,"","","w w w w w, w w w w w w, w w Twt w w w: w, w w w w w w, w w w w w w w: w w w w w, w w w w w w w w."
7447,24,0,"","","w w w w w w w Twt w w w w w w w w w; w w w w w w w:"
7448,40,0,"","","w w w w w, w w w w w w w w w w, w w w w w w w: w w w w Twt w w w w w w w Tw w wt w w w."
7449,45,0,"","","w w w w w w w w w w Dwd w w, w w, w w w, w w w w w w, w w w w w w, w w w w: w Tw wt w w w w Dwd w w w."
7450,15,0,"","","w w w w w w w w w, w w w w w w."
7451,37,0,"","","w w w w w w w w w w w. w w w w w w, w w w w Dwd w Twt w w w, w w w w Twt w w w w w."
7452,23,0,"","","w w w w w, w w w w, w w w w: Twt w Tw wt w w w w w w."
7453,22,0,"","","w w w w w w w w w, w w w w w w w w w w w, w w."
7454,39,0,"","","w w w w w w w w w w w w w w w Dwd w w w w w, w w w w w. w w w w w w, w w w w w w w."
7455,47,0,"","","w w w w w, w w w w w w w Dwd, w w w w w w w w w w w w w Dwd. w w w w w w w w w; w w w w w w w w w w w."
7456,33,0,"","","w w w w w w w, w w w w, w w w w w, w w w, Twt w w w: w w Twt w w w w w w Dwd."
7457,12,0,"","","w w w w Twt w w w w w w w."
7458,51,0,"","","w w w w w w, w w w w w w w w w w: w w w w w w w w, w w w w w, w w w Twt w w w w: w w w Twt w w w w w w w w w w."
7459,36,0,"","","w w w w w Twt w w, w w w w w w w, w w w w w Twt w w. w w w w w w w w Dwd w w w w."
7460,19,0,"","","w w w, w w w w, w w w w w w: w w w w Twt w."
7681,38,0,"","","w w w w w w w w, w w w w w w w w, w w w w w w w w w Dwd w w, w w w w w w Dwd w w w."
7682,23,0,"","","w w w w w w, w w w, w w w w w w, w w w w w w w w."
7683,26,0,"","","w w w w w w w w w, w w w w w w w w, w w w w w w w w w."
7684,10,0,"","","w w w w w w w w w w."
7685,49,0,"","","w w w w w w w w w w w, w w w w w, w w w w w w w w w w Dwd w w w w w: w w w w w Twt w w w Tw w w wt w w w w."
7686,63,0,"","","w w w w w w w w w w w w w w w w w w, w w w w w w w w, w, w w w w, w w w w Dwd w w w, w, w w, w w w w w w w w w, w w w w w w w w w w w w."
7687,30,0,"","","w w w w w w w, w w w w, w w w w Dwd w w w w, Twt w w w w w w, w w w."
7688,43,0,"","","w w w w w, w w w Tw, wt w w w w Dwd, w w w w w, w w w w w w: w w w Dwd w w, w w w w w w w w w w w."
7689,54,0,"","","w w w w w w w Dwd, w w w w w Tw wt w w w w w w w, w w w w w w w w w: w w Dwd w w Twt w w w, w w w w w Twt w w w, w w w w w."
7690,27,0,"","","w w w w w w w w w w w w w w w w w w: w w w w w w, w w w."
7691,15,0,"","","w w w w w w w w w w w, w w w w."
7692,30,0,"","","w w w w w w w w w w w w w w w w w w w w w w w w, w w w w w Dwd."
7693,22,1,"","","w w w w w w w w w w w w w w w w w w, w w w w."
7694,28,0,"","","w w w w w w w w w Twt w w, w w w w w w w w w, w w Twt w w w w."
7695,36,0,"","","w w w w w w w w Twt w w w w: w w w w w w w w, w w w, w w w w w w w w w w w Dwd."
7696,33,0,"","","w w w w w w w w w, w w w w w w w w w w: w w w w w, Tw w wt w w w w w w."
7697,36,0,"","","w Tw wt w w w w w w w w: w w w w w w w w w w w w w w w Tw wt w w, w w Twt w w Dwd."
7698,42,0,"","","w w w w w w, Twt w w w, w w, w, w w, w w w w, w w w w w w w w w w w. w w w w w, w, w w Dwd w w w"
7699,25,0,"","","Twt w w w w w w, w Dwd w w w w, w Tw wt w Twt w w w w w w w."
7700,10,0,"","","w w Dwd w w w, w w w w."
7701,40,3,"","","w w w w w w w w w w w w w w w w w w w w w: w w w w w w w w Dwd w w w, Twt w w w w w Dwd."
7702,38,0,"","","w w w w w w w w w w w w w w w Dwd: w w w w w w w w w, w w w, w w w w w Dwd w w w w."
7703,19,0,"","","w w w w w w w w w w w: w w w Twt w w w w."
7704,39,0,"","","w w w w w w w w w w w w w w w w w; w w w w w w w w w w w w w w: w w w w w w w w."
7705,38,0,"","","w w w w w w, w w w w w w, w w w w w w w w w, w w w w w w w w w w w, w w w w w, w."
7706,27,0,"","","w w w w w w w: w w w w w w w w w w w w w Tw wt w w w w w."
7707,28,2,"","","w w w w w w w w w w: w w w w w, w w w w Twt w w w w w, Twt w w."
7937,72,0,"","","w w w w w w, w w w w w w w w w w w w, w w w w w w, w w w w w, w w w w w w w w w w w w w w w, w w w w w, w w w w w w w. w w w w w w w, w w w w w, w w w w."
7938,49,2,"","","w w w w w w w w w w w w w w, w w w w w w, w w w w w w w w w w w, w w, w w w w, w w w w w w w w w w w Dwd."
7939,49,0,"","","Tw wt w w w w w w w w w w w, Tw wt, w w w w w w w, w w w w w w w, w w w w w, w w w w w, w Tw wt w w w w w w Dwd."
7940,30,0,"","","w w w w w w w w w w w w w w w w w w w, w w w w w w w w w w Dwd."
7941,42,2,"","","w w w w w w w w, w w w w w w w w w w w, w, w w, w w, w w w w w w w w; w w w w w Twt w w w w."
7942,44,0,"","","w Twt w w w w w w, w w w w w w w, w w w w w w w w w w, w w w w w w w w w w w Dwd w w, w w Twt w w."
7943,20,0,"","","w w w w w w w w w w w w w, w w Twt w w w w."
7944,19,0,"","","w w w w w w w w w w w, w w w Dwd, w w w w."
7945,12,0,"","","w w w w w w w w w w w w."
7946,54,0,"","","w w w w w w w w w w w w, w w, w Tw wt w w w w w w w w w w Dwd, w w w w w w, w w w w: w w Dwd w w w w; w w w w w Twt w w w."
7947,16,1,"","","w w w w w w w w w w w Dwd; w w w Twt,"
7948,27,0,"","","w w w w w w w w w w w Twt w: w w w w w Twt w, w w w w Twt w w."
7949,47,0,"","","w w, w w, w w, w w, w w, w w, w w, w w, w w, w w, Twt w w w w w w w w w w, w w w w w w w, w w w w w w w w w."
7950,32,0,"","","w w w w w w w w, w w w w w, Twt w w w w w w, w w w w w w Dwd, w w w w w."
7951,40,0,"","","w w w Twt w, w w, w w, w w, w, w w, w w w w w w, w Twt w w, w w w w w w w, w w w w w w w w w:"
7952,36,0,"","","w w w w w, w w w w w w, Twt w w w w w w w w w w Dwd, w w w w w w w w w w w w w;"
7953,28,0,"","","w w w w w w w w w w w w w, w w w w w w w w w, w w w w w w;"
7954,31,0,"","","w w w w w w w w w, w w, w w w, w w w, w w w w: w w w w w w w w w w:"
7955,51,0,"","","w w w w w w w w, Tw wt w w w w w w w w w, w w w w, w w w w w w w, w w w w w w w w w w, w w w w w w w w w w w."
7956,22,2,"","","w w w w w w w, w w Tw w wt w w w w w w w Dwd w w."
7957,36,0,"","","w w w w w w w w w w w w w w w, w w w w, w w w w, w w w w, w w Twt w w w w, w w."
8193,29,0,"","","w w w, w w w w, w w w w w, w w w w, w w w w w w, w w w w w w w."
8194,17,0,"","","w w w w w w w w, w w w w w w w w w,"
8195,27,0,"","","w w w w w w w w w w w w w w w w w w Twt w w w: w w w w w."
8196,35,0,"","","w w w w w w w, w w w w w, w w w w w w w w w w w, w, w w w w w w w, w w w w?"
8197,39,0,"","","w w w w, w w w w w w w w w, w w Twt w w w w, w w w w, w w w Twt w w w w, w w w w w w w."
8198,30,0,"","","w w w w w w w w w, w w w w w w w w w w w w w w w, w w w w w, w,"
8199,32,0,"","","w w w w, w w w w w w w w w w, w w w w w w Twt w w: w Tw wt w w w w w w:"
8200,36,0,"","","w w Twt w w w w; w w w Twt w Dwd w w w w w, w w w w w. w w w w w w w w w w w w w."
8201,39,1,"","","w w w w w w w w w w w w, (w w Tw w wt w w, w w w w w w,) w w w w w, w w w w w Twt w w, w,"
8202,18,0,"","","w w w w w w, w w w w, w w w w w w w w?"
8203,33,0,"","","w w w w w w w w w w w w w w w w, w, w Dwd w w w w w w w w w w w w w w?"
8204,30,0,"","","w w w w w w w w w w w w w, w w w w w, w, w w w w w w, w w w w w?"
8205,37,0,"","","w w w w w w w w w w w w w w w Twt w? w w w w w w w w w w w w w w w w w w w w?"
8206,37,0,"","","w Tw wt w w w w w w w w w w w w, w w w w w w w w w, w w w w w w w w w w w w w?"
8207,55,0,"","","w w w w w w w, w w w w w w, w w w w: w w w w w w w w w w w w w w w w w w, w w w w w w w w: w w w w w w w w w w w w?"
8208,15,0,"","","w w w w w Twt w w Dwd w, w w w w w."
8209,50,0,"","","w w w w w w w w Dwd w w w, w w w w w, w, w w w w w w w Twt w w w w w w w w w w, w w w w w w w w w w w w w w."
8210,34,0,"","","w w w w w w w w w w w w w w w w w Twt w w w, w w w, w w w w; w w w w w w."
8211,27,0,"","","w w w w w w w w, w w w w w w w w w w, Tw wt w w w w w w w."
8212,20,0,"","","w w w Twt w w w, w w w w w w w w, w w w w w."
8213,64,2,"","","w w Dwd w w w, w w w w w w w w w, w w w w w w w w w w w w w. w w w w w w w w w w w. w w w w w w w w w w w, w w w w w w w w w w w w w w."
8214,32,0,"","","w w Dwd w w w w w w w w w w w w w w w w, w w w w w w Twt, w w w w w w."
8215,29,0,"","","w w w w w w Dwd w w, w w w w w w w: w w w w w w w w w w w w w."
8216,25,1,"","","w w w w w w w w w, w w w w Dwd: w w w w w, w w w w w w."
8217,29,0,"","","w w w w w w w w w Twt w w; w w w w w w: w w w w w w, w w w w w."
8218,33,0,"","","w w w w w w w w w w, Twt w w w w w w, w w w w w w Dwd w w w w w w w w w."
8219,35,2,"","","w w w w w w w w: w w w w w w w, w w w, w w w w, w w w, w w w, w w w w w w w;"
8220,22,0,"","","w w w w w w w, w w, w w; w w w w w w w, w w w w."
8221,21,0,"","","w w w w w, w w w w w w w w: w w w w w w w w."
8222,31,0,"","","w w w w w w w w w w, w w w w w w w w w w w w w w. w w w w w w w."
8223,43,2,"","","w w Tw w wt w w w w w w w, w w w w w w w w w w w Twt w w w, w w w, w w w, w w w w w Tw wt w w w."
8224,37,2,"","","w w w w w w w w, w w w, w, w Twt w w w w w w w w, w w w w, Twt w w w w w w w w w w."
8225,43,0,"","","w w w w w w, w w w w w w w w w w w w w w w: w w w w w w w w w w w w w w. w w w w w w w w."
8449,19,0,"","","w Twt w w w w w w w w, w w w w w w w w w:"
8450,30,0,"","","w w Tw w wt w w w w w w Dwd, w w w w w w w, w w Dwd w w w w w w w w."
8451,34,2,"","","w w w w w w w w w w w w w w, w w w w w w w, w w w, w w w w w w w, w w w."
8452,23,0,"","","w w w w w w w w w Dwd, w w Dwd w w, w w w w w w w w."
8453,20,0,"","","w w w w w w w w w w w w w w w w w w w Dwd."
8454,52,0,"","","w w w w w w w w w w w w w w w w w w: w w w w, w w w, w w w, w w w w w w, w w w: w w w w w w w w w Dwd, w w w w w."
8455,52,0,"","","w w w w w w, w w w w w w, w w w w w, w w w w w w w w w w w w, w w w, w w w, w w w w w w w w w w, w w w w w w w:"
8456,52,0,"","","w w w w w w w w w w w w w w w w w w w w w w; w w w w w w w w w w w w w w, w w w w w w w w w w w w w w w w."
8457,28,0,"","","w w w w w w w w w w w, Twt w w w w w w, w w Dwd w w w w w w w."
8458,15,0,"","","w w Dwd w w w, w w w w: w w w w w."
8459,32,1,"","","w w Dwd w w w w w w w w w w w w w, w w w w w w, w w w w w, w w w w w."
8460,22,0,"","","w w w w w w, w w w Dwd w w, w w w w w w w w w w,"
8461,32,0,"","","w w w w: w w w w w w, w w w w, w w w w w w w w w. w w w w w Dwd w Twt w."
8462,54,0,"","","w w w w w w w w w w w w, w w w w w w, w w w, w w w w w w w w w, w w w w, w w w w w w w w, w w w w w w w w w w w w."
8463,44,0,"","","w w w w w w w, w w w w w w w w w Dwd, w w w w w w w w w w w w w w w w Dwd, w w w, w w Twt w w w w."
8464,26,0,"","","w w w w w w w Dwd, w w w w w w w w, w w w w w w Dwd w w w."
8465,17,0,"","","w w w w w w w w w w, Twt w w Dwd w w w."
8466,45,2,"","","w w w w w w w w, w w w w w w, w w w w w w w w w w w w w w w Dwd w w w, w, w Tw wt w w w w w w w w."
8467,46,0,"","","w w w, w Tw wt w w w w, w w w w, w w w, w w w w w w w w, w w w w w w w, w w w w: w, w Twt w w w w w w w."
8468,22,2,"","","w w w w w w, w w w w w w w w: w w w w w w w w."
8469,18,1,"","","w Twt w w w w w w w w w w, w w w w w w."
8470,35,0,"","","w w w Tw w wt w w w w w w Dwd, w w w w w: w w w w w w w w w w w w w w, w w w;"
8471,20,0,"","","w w w w w w Dwd, w w w w w w w; w w w w w w."
8472,13,0,"","","w w w w w w, w w w w w w w."
8473,29,2,"","","w w w w w w w w w w w w w w w; w w w w w w w w w w w w w w."
8705,19,0,"","","w Twt w w w w w w w w, w w w w w w w w w."
8706,33,0,"","","w w w Tw w wt w w w w w w Dwd, w w w w w w w w w, w w Twt w w w w, w w w w."
8707,51,2,"","","w w w w w w w w, w w w w w, w w w w w w w w w w w: w w w w w w w w w w w w w w w w, w w w, w w w w, w w w w."
8708,56,0,"","","w w w w w w w w w w w; w w w, w Twt w w w w, w w w; w w w, w w w w, w w w w, w w w w, w w w Tw wt, w w Twt w w w w w w w w w w."
8709,16,0,"","","w w w w w w w w w w w, w w w w w."
8710,21,0,"","","w Tw w wt w w w w w, w w, w w, w w w, w w w w w."
8711,35,0,"","","w w w w w w w w w w w, w w w w w w w w, w w w w w w w w w w w w, w w w w."
8712,48,1,"","","w w w w w w w w, w w w w w w, w w w, w w w w w w w, w w w w w w w, w w w w w w w w, w w w w w w Dwd w w."
8713,55,0,"","","w w w w w w w w w, w w w w w w w w w w w w, w w w w w w w w w w w w w w w w, w w w w w w w, w w w w w w; w w w w w."
8714,41,0,"","","w w w Twt w w w w w w w w w w w w w w w Dwd, w w w w w w w w w w w w w w Dwd, w w w w w w:"
8715,29,0,"","","w w w w w w w w Twt, w w w w, w w w w, w w w w w w w w w w w w."
8716,50,0,"","","w w w w w w w: w w w w w Twt w w w, w w, w w w w w; w w w w, w w w w w w, w w Twt w; w Tw wt w w, w w w w w w w w."
8717,33,0,"","","w Tw wt w w w w w, w Twt w w w w w w w w w w w w: w w w w Tw wt w, w w, w w."
8718,31,1,"","","w w w w w w w w w w w w w w w Dwd, w w w w w w w w w w w Dwd Twt w w."
8719,30,0,"","","w w w w w w w w w, w w w w w w w w w w w w w Dwd. w w w w w w w."
8720,26,0,"","","w w w w w w w w, w w w w w w w, w, w w w w w w w, w w Twt."
8721,33,0,"","","w w w w w w w w w w w w w w w Dwd, w w w w w w w w w w, w w w w w w w."
8722,23,0,"","","w w w w w w w, w, w w w w w w w w. w w w w w w w."
8723,20,0,"","","w w w w w, w w w w w w w w w w, w w w w w."
8724,29,0,"","","w w w w w, w w w w w w, w w w w w w, w w w w, w w w w w w w, w,"
8725,62,0,"","","w, w w w Dwd w w, w w w w w w w w w w w, w w w w w w w w w: w w Twt w w w w Dwd w w w w w w, w w w w w w w w w w Dwd, w w w w w w w w w w."
8726,46,0,"","","w w, w Twt w w w Tw wt, w w w w w, w w w w w w w w, w w w w, w w w w; (w w w w w w w w:) w w w w w w w Twt."
8727,20,2,"","","w w w w, w w w Dwd w w w, w w w w w w w w w,"
8728,36,0,"","","w w w Dwd, w, w w w w w w w, w w w w w, Twt w w w w w w w w w w w w w w w w w w:"
8729,41,0,"","","w w w w w, w w w w w w w, w w w w w w w w w w w w w w; w w w w w w w w w w, w w w w w."
8730,35,0,"","","w w w w w w w, w w w w w w w Dwd, w w w w w w, w w w Dwd w w w Twt w w w w w w;"
8731,48,0,"","","w w w w w, w w w w w w w, w w w w w w w w, w w w w w, w w w w w, w w w w w, w w w w; w w w w Twt w, w w Dwd."
8732,47,0,"","","w, w w w w w w w, w w w w w w w w w w, w w w w w w w w w w w w w w w, w w w w w w w. w w w w w w w."
8733,14,1,"","","w w w w w w w w w w w w w w."
8734,59,0,"","","w w w w w w w w w w Dwd, w w w w w w, w w w w w, w w w, w w w, w w w w, w w w: w w w w w w w w w w w w w w w w w w w w w w w Dwd."
8735,52,0,"","","w w w w w w w, w w w w w w Dwd, w w w w Dwd, w w w w w, w w w, w w w, w w w w, w w w w w, w w w w w w w w w w w w w."
8736,32,0,"","","w w w w w w w w w w w w w Tw wt. w w w w w w w w w w w w, w w w w w."
8737,52,0,"","","w w w w w w w w w w w w w Twt w w w w w, w w w w w w w w w w, Twt w w w Dwd w w. Twt w w w w w w w w w Dwd, w w w w w."
8961,23,0,"","","w w w w w w w Dwd w w: w w w w w w w w Twt w w w w."
8962,20,0,"","","w w w w w w w w, w w w w w w w w w w w Dwd,"
8963,52,0,"","","w w w w w w w w w, w w w w w Dwd, w w w w w w w w w w w w w w w w w w; Tw wt w Twt w w w Twt w: w w w Dwd w w, w w w w,"
8964,30,0,"","","w w Twt w w w w w w, w w w, w w w w w w w w w, w w w w w w w w w."
8965,31,0,"","","w w w w w Twt w w w w w w w w w w w w w w w, w Twt w w w w w w w w."
8966,27,0,"","","w w w w, w w w, w w w w, w Twt w w w w w w w w Dwd w w w w w."
8967,38,0,"","","w w w w w w, w w w, w w w, w w w w w, w w w w w, w w w w w w, w w w w: w Twt w w w w."
8968,45,0,"","","w w w w w w w w, w w w, w w w w: w w w w w, w w w w w w, w w w w w w w w w w w w w Tw wt, w w w w."
8969,33,0,"","","w w, w w w w, w w, w w w w w w, w w w w, w w w w w w w w w Tw wt, w w w w."
8970,23,0,"","","w w w w w, w w w w w w w, w w w w w w, w w w w w."
8971,19,0,"","","w w w w w, w w w w Tw wt w w w, w w w w Twt."
8972,41,0,"","","w w w w w w, w w w w w w w w w w w w w w, w w w w Dwd, w Tw wt w w w w w w. w w Tw wt w w w."
8973,34,0,"","","w w w w w w w w w w w: w w Twt w Twt w w w w, w w w, w w w, w w Twt w w w w w."
8974,44,0,"","","w w w w w w w, w w w w: w w w w w w w Tw wt w w w w w w w w w w; w w w w w w, w w w w w w w w."
8975,48,0,"","","w w w w w w w Twt w w w, w w w w w w, w w, w w, w w w w w; w w w Twt w w w; w w w w w w w; w w w w w w w w."
8976,34,0,"","","w w w w w w Dwd w w w w w, w w w w, w w w w w w w w w w Dwd, w w w w w w w."
8977,22,0,"","","w w w w w w w w w w w w w w, w w w w w w w w."
8978,51,0,"","","w w w w w w w w w w w w w w w w w w; w w w w w w w w w w w w w w, w w w, w w w, w w w w w w w w, w w w w w."
8979,13,0,"","","w w w w w w w w w w w w w."
8980,27,1,"","","w w w, w w w w w w, w w w w w w w w w w w w: w w w w w w."
8981,55,0,"","","w w w w w w, w, w w w w w w w, w w w w? Tw wt w w w w w, w w w w w w w w: w w w w w w w: w w w Tw wt w, w Twt w w, w w w w w."
8982,40,0,"","","w w w w w w w w w, w w w, w w w w w w, w w w w w w w w w w w w w, w w w w w w w w w."
8983,22,0,"","","w w w w w w w; w w w w w w w, w w w; w w w w w."
8984,47,0,"","","w w w w w w w w w, w w w w w w w w w w; w w w w w w, w w w, w w w w Tw wt w w w w w. w w w w w w w w."
8985,38,2,"","","w w w w w: w w w w w w w w w w w w w w w w w w, w w w w w w w: w, w, w Twt w w w w."
8986,23,0,"","","w w w w w w w w, w w w, w w Tw w wt w w w w w w Dwd,"
8987,20,0,"","","w w w, w w w, w, w Twt w w w w w w w w w w w."
9217,22,0,"","","w w w w w w w w w w w w, w w w w w w w w w w."
9218,19,0,"","","w Twt w w w w w w w w w w, w w w w w w w."
9219,25,0,"","","w w w w w w w w w w, w w w w w w w w w w w w w w w."
9220,31,0,"","","w w w w w w w w w w w w w w, w w w w w w. w w w w w w, w w w w w."
9221,34,2,"","","w Twt w w w w w w w w w w, w w w w w w w: w w w Tw w wt w w w w w w Dwd w w."
9222,18,0,"","","w w w w w w w w, w w w w w, w w w w w."
9223,22,0,"","","w w w w w w w w w w w Dwd w w, w w w w w w w w."
9224,43,0,"","","w w w w w w w w, w w w w w w, w w w w w w w, w, w Twt w w w w w w w w w w w: w w w w w w w w."
9225,33,2,"","","w Twt w w w w w w w w, w w w w w w w w w w: w w w Tw w wt w w w w w w Dwd."
9226,34,0,"","","w w w w w w, w w w, w w w w w, w w w w w w w w w Dwd, w w w w w w w w w w."
9227,18,1,"","","w Twt w w w w w w w w w w, w w w w w w."
9228,30,0,"","","w w w Tw w wt w w w w w w Dwd w w, Twt w w w w w w w Twt w w w w w Dwd."
9229,31,0,"","","w w w w w w w, w w w w w w w: w w w w w, w w w w w w w w Dwd w w w."
9230,33,2,"","","w w w w w w w, w w w, w w w w w w w w w w; w w w w w w Dwd w w w w w w."
9231,30,0,"","","w w Dwd w w w w w w w w w w, w w w, w w; w w w w w w w, w w w w w:"
9232,30,0,"","","w w w w w w w, w w w w, w w w w, w w w w w Dwd w w w w, w Tw wt w w."
9233,48,0,"","","w w w w w w w w w w, w w w w w w w w w w w w w w, w w w w w w w w w, w w, w w w w w w: w w Twt w w w w."
9234,37,0,"","","w w w w w w w w w, w w w, w w w w w w w w Dwd, w w w w w w, w w w w; w Twt w w w w."
9235,29,0,"","","w w w w w w w, w w w w w w w, w w w w w w w w, w w w w w w w."
9236,30,0,"","","w w w w w w w w w w w w w; w w w w w w w w w w w w w w w w w:"
9237,35,0,"","","w w w w w w Dwd w w w w w, w w w w w w w: Twt w w w w w w w w w, w w w w w w."
9238,52,1,"","","w w w w w w w w w w, w w w w w Dwd Twt w w w w w w w w, w Dwd w w w w w w w w w, w w w w w w w w w, w Tw wt w w w, w,"
9239,57,0,"","","w w w w w w, w w w w w w w w Dwd w w w w w; w w w w w w w w w w w w, w Twt w w. w Tw wt w w w w w w? w Dwd w w Twt w w, w w w w w."
