ChpVrsNdx,NumWrd,bPilcrow,PText,RText
3866,28,0,"And it came to pass, when God helped the Levites that bare the ark of the covenant of the LORD, that they offered seven bullocks and seven rams.","And it came to pass, when God helped the Levites that bare the ark of the covenant of the L<font size=""-1"">ORD</font>, that they offered seven bullocks and seven rams."
3867,40,0,"And David was clothed with a robe of fine linen, and all the Levites that bare the ark, and the singers, and Chenaniah the master of the song with the singers: David also had upon him an ephod of linen.","And David <i>was</i> clothed with a robe of fine linen, and all the Levites that bare the ark, and the singers, and Chenaniah the master of the song with the singers: David also <i>had</i> upon him an ephod of linen."
3868,34,0,"Thus all Israel brought up the ark of the covenant of the LORD with shouting, and with sound of the cornet, and with trumpets, and with cymbals, making a noise with psalteries and harps.","Thus all Israel brought up the ark of the covenant of the L<font size=""-1"">ORD</font> with shouting, and with sound of the cornet, and with trumpets, and with cymbals, making a noise with psalteries and harps."
3869,44,1,"And it came to pass, as the ark of the covenant of the LORD came to the city of David, that Michal the daughter of Saul looking out at a window saw king David dancing and playing: and she despised him in her heart.","¶And it came to pass, <i>as</i> the ark of the covenant of the L<font size=""-1"">ORD</font> came to the city of David, that Michal the daughter of Saul looking out at a window saw king David dancing and playing: and she despised him in her heart."
4097,32,0,"So they brought the ark of God, and set it in the midst of the tent that David had pitched for it: and they offered burnt sacrifices and peace offerings before God.","So they brought the ark of God, and set it in the midst of the tent that David had pitched for it: and they offered burnt sacrifices and peace offerings before God."
4098,26,0,"And when David had made an end of offering the burnt offerings and the peace offerings, he blessed the people in the name of the LORD.","And when David had made an end of offering the burnt offerings and the peace offerings, he blessed the people in the name of the L<font size=""-1"">ORD</font>."
4099,30,0,"And he dealt to every one of Israel, both man and woman, to every one a loaf of bread, and a good piece of flesh, and a flagon of wine.","And he dealt to every one of Israel, both man and woman, to every one a loaf of bread, and a good piece of flesh, and a flagon <i>of wine</i>."
4100,28,1,"And he appointed certain of the Levites to minister before the ark of the LORD, and to record, and to thank and praise the LORD God of Israel:","¶And he appointed <i>certain</i> of the Levites to minister before the ark of the L<font size=""-1"">ORD</font>, and to record, and to thank and praise the L<font size=""-1"">ORD</font> God of Israel:"
4101,35,0,"Asaph the chief, and next to him Zechariah, Jeiel, and Shemiramoth, and Jehiel, and Mattithiah, and Eliab, and Benaiah, and Obed-edom: and Jeiel with psalteries and with harps; but Asaph made a sound with cymbals;","Asaph the chief, and next to him Zechariah, Jeiel, and Shemiramoth, and Jehiel, and Mattithiah, and Eliab, and Benaiah, and Obed–edom: and Jeiel with psalteries and with harps; but Asaph made a sound with cymbals;"
4102,17,0,"Benaiah also and Jahaziel the priests with trumpets continually before the ark of the covenant of God.","Benaiah also and Jahaziel the priests with trumpets continually before the ark of the covenant of God."
4103,21,1,"Then on that day David delivered first this psalm to thank the LORD into the hand of Asaph and his brethren.","¶Then on that day David delivered first <i>this psalm</i> to thank the L<font size=""-1"">ORD</font> into the hand of Asaph and his brethren."
4104,16,0,"Give thanks unto the LORD, call upon his name, make known his deeds among the people.","Give thanks unto the L<font size=""-1"">ORD</font>, call upon his name, make known his deeds among the people."
4105,14,0,"Sing unto him, sing psalms unto him, talk ye of all his wondrous works.","Sing unto him, sing psalms unto him, talk ye of all his wondrous works."
4106,16,0,"Glory ye in his holy name: let the heart of them rejoice that seek the LORD.","Glory ye in his holy name: let the heart of them rejoice that seek the L<font size=""-1"">ORD</font>."
4107,10,0,"Seek the LORD and his strength, seek his face continually.","Seek the L<font size=""-1"">ORD</font> and his strength, seek his face continually."
4108,16,0,"Remember his marvellous works that he hath done, his wonders, and the judgments of his mouth;","Remember his marvellous works that he hath done, his wonders, and the judgments of his mouth;"
4109,14,0,"O ye seed of Israel his servant, ye children of Jacob, his chosen ones.","O ye seed of Israel his servant, ye children of Jacob, his chosen ones."
4110,13,0,"He is the LORD our God; his judgments are in all the earth.","He <i>is</i> the L<font size=""-1"">ORD</font> our God; his judgments <i>are</i> in all the earth."
4111,16,0,"Be ye mindful always of his covenant; the word which he commanded to a thousand generations;","Be ye mindful always of his covenant; the word <i>which</i> he commanded to a thousand generations;"
4112,15,0,"Even of the covenant which he made with Abraham, and of his oath unto Isaac;","<i>Even of the covenant</i> which he made with Abraham, and of his oath unto Isaac;"
4113,17,0,"And hath confirmed the same to Jacob for a law, and to Israel for an everlasting covenant,","And hath confirmed the same to Jacob for a law, <i>and</i> to Israel <i>for</i> an everlasting covenant,"
4114,15,0,"Saying, Unto thee will I give the land of Canaan, the lot of your inheritance;","Saying, Unto thee will I give the land of Canaan, the lot of your inheritance;"
4115,12,0,"When ye were but few, even a few, and strangers in it.","When ye were but few, even a few, and strangers in it."
4116,15,0,"And when they went from nation to nation, and from one kingdom to another people;","And <i>when</i> they went from nation to nation, and from <i>one</i> kingdom to another people;"
4117,15,0,"He suffered no man to do them wrong: yea, he reproved kings for their sakes,","He suffered no man to do them wrong: yea, he reproved kings for their sakes,"
4118,11,0,"Saying, Touch not mine anointed, and do my prophets no harm.","<i>Saying</i>, Touch not mine anointed, and do my prophets no harm."
4119,15,0,"Sing unto the LORD, all the earth; shew forth from day to day his salvation.","Sing unto the L<font size=""-1"">ORD</font>, all the earth; shew forth from day to day his salvation."
4120,12,0,"Declare his glory among the heathen; his marvellous works among all nations.","Declare his glory among the heathen; his marvellous works among all nations."
4121,19,0,"For great is the LORD, and greatly to be praised: he also is to be feared above all gods.","For great <i>is</i> the L<font size=""-1"">ORD</font>, and greatly to be praised: he also <i>is</i> to be feared above all gods."
4122,15,0,"For all the gods of the people are idols: but the LORD made the heavens.","For all the gods of the people <i>are</i> idols: but the L<font size=""-1"">ORD</font> made the heavens."
4123,14,0,"Glory and honour are in his presence; strength and gladness are in his place.","Glory and honour <i>are</i> in his presence; strength and gladness <i>are</i> in his place."
4124,16,0,"Give unto the LORD, ye kindreds of the people, give unto the LORD glory and strength.","Give unto the L<font size=""-1"">ORD</font>, ye kindreds of the people, give unto the L<font size=""-1"">ORD</font> glory and strength."
4125,25,0,"Give unto the LORD the glory due unto his name: bring an offering, and come before him: worship the LORD in the beauty of holiness.","Give unto the L<font size=""-1"">ORD</font> the glory <i>due</i> unto his name: bring an offering, and come before him: worship the L<font size=""-1"">ORD</font> in the beauty of holiness."
4126,17,0,"Fear before him, all the earth: the world also shall be stable, that it be not moved.","Fear before him, all the earth: the world also shall be stable, that it be not moved."
4127,20,0,"Let the heavens be glad, and let the earth rejoice: and let men say among the nations, The LORD reigneth.","Let the heavens be glad, and let the earth rejoice: and let <i>men</i> say among the nations, The L<font size=""-1"">ORD</font> reigneth."
4128,17,0,"Let the sea roar, and the fulness thereof: let the fields rejoice, and all that is therein.","Let the sea roar, and the fulness thereof: let the fields rejoice, and all that <i>is</i> therein."
4129,22,0,"Then shall the trees of the wood sing out at the presence of the LORD, because he cometh to judge the earth.","Then shall the trees of the wood sing out at the presence of the L<font size=""-1"">ORD</font>, because he cometh to judge the earth."
4130,16,0,"O give thanks unto the LORD; for he is good; for his mercy endureth for ever.","O give thanks unto the L<font size=""-1"">ORD</font>; for <i>he is</i> good; for his mercy <i>endureth</i> for ever."
4131,34,0,"And say ye, Save us, O God of our salvation, and gather us together, and deliver us from the heathen, that we may give thanks to thy holy name, and glory in thy praise.","And say ye, Save us, O God of our salvation, and gather us together, and deliver us from the heathen, that we may give thanks to thy holy name, <i>and</i> glory in thy praise."
4132,21,0,"Blessed be the LORD God of Israel for ever and ever. And all the people said, Amen, and praised the LORD.","Blessed <i>be</i> the L<font size=""-1"">ORD</font> God of Israel for ever and ever. And all the people said, Amen, and praised the L<font size=""-1"">ORD</font>."
4133,28,1,"So he left there before the ark of the covenant of the LORD Asaph and his brethren, to minister before the ark continually, as every day's work required:","¶So he left there before the ark of the covenant of the L<font size=""-1"">ORD</font> Asaph and his brethren, to minister before the ark continually, as every day's work required:"
4134,19,0,"And Obed-edom with their brethren, threescore and eight; Obed-edom also the son of Jeduthun and Hosah to be porters:","And Obed–edom with their brethren, threescore and eight; Obed–edom also the son of Jeduthun and Hosah <i>to be</i> porters:"
4135,23,0,"And Zadok the priest, and his brethren the priests, before the tabernacle of the LORD in the high place that was at Gibeon,","And Zadok the priest, and his brethren the priests, before the tabernacle of the L<font size=""-1"">ORD</font> in the high place that <i>was</i> at Gibeon,"
4136,37,0,"To offer burnt offerings unto the LORD upon the altar of the burnt offering continually morning and evening, and to do according to all that is written in the law of the LORD, which he commanded Israel;","To offer burnt offerings unto the L<font size=""-1"">ORD</font> upon the altar of the burnt offering continually morning and evening, and <i>to do</i> according to all that is written in the law of the L<font size=""-1"">ORD</font>, which he commanded Israel;"
4137,29,0,"And with them Heman and Jeduthun, and the rest that were chosen, who were expressed by name, to give thanks to the LORD, because his mercy endureth for ever;","And with them Heman and Jeduthun, and the rest that were chosen, who were expressed by name, to give thanks to the L<font size=""-1"">ORD</font>, because his mercy <i>endureth</i> for ever;"
4138,30,0,"And with them Heman and Jeduthun with trumpets and cymbals for those that should make a sound, and with musical instruments of God. And the sons of Jeduthun were porters.","And with them Heman and Jeduthun with trumpets and cymbals for those that should make a sound, and with musical instruments of God. And the sons of Jeduthun <i>were</i> porters."
4139,17,0,"And all the people departed every man to his house: and David returned to bless his house.","And all the people departed every man to his house: and David returned to bless his house."
4353,38,0,"Now it came to pass, as David sat in his house, that David said to Nathan the prophet, Lo, I dwell in an house of cedars, but the ark of the covenant of the LORD remaineth under curtains.","Now it came to pass, as David sat in his house, that David said to Nathan the prophet, Lo, I dwell in an house of cedars, but the ark of the covenant of the L<font size=""-1"">ORD</font> <i>remaineth</i> under curtains."
4354,17,0,"Then Nathan said unto David, Do all that is in thine heart; for God is with thee.","Then Nathan said unto David, Do all that <i>is</i> in thine heart; for God <i>is</i> with thee."
4355,17,1,"And it came to pass the same night, that the word of God came to Nathan, saying,","¶And it came to pass the same night, that the word of God came to Nathan, saying,"
4356,20,0,"Go and tell David my servant, Thus saith the LORD, Thou shalt not build me an house to dwell in:","Go and tell David my servant, Thus saith the L<font size=""-1"">ORD</font>, Thou shalt not build me an house to dwell in:"
4357,32,0,"For I have not dwelt in an house since the day that I brought up Israel unto this day; but have gone from tent to tent, and from one tabernacle to another.","For I have not dwelt in an house since the day that I brought up Israel unto this day; but have gone from tent to tent, and from <i>one</i> tabernacle <i>to another</i>."
4358,36,0,"Wheresoever I have walked with all Israel, spake I a word to any of the judges of Israel, whom I commanded to feed my people, saying, Why have ye not built me an house of cedars?","Wheresoever I have walked with all Israel, spake I a word to any of the judges of Israel, whom I commanded to feed my people, saying, Why have ye not built me an house of cedars?"
4359,36,0,"Now therefore thus shalt thou say unto my servant David, Thus saith the LORD of hosts, I took thee from the sheepcote, even from following the sheep, that thou shouldest be ruler over my people Israel:","Now therefore thus shalt thou say unto my servant David, Thus saith the L<font size=""-1"">ORD</font> of hosts, I took thee from the sheepcote, <i>even</i> from following the sheep, that thou shouldest be ruler over my people Israel:"
4360,38,0,"And I have been with thee whithersoever thou hast walked, and have cut off all thine enemies from before thee, and have made thee a name like the name of the great men that are in the earth.","And I have been with thee whithersoever thou hast walked, and have cut off all thine enemies from before thee, and have made thee a name like the name of the great men that <i>are</i> in the earth."
4361,41,0,"Also I will ordain a place for my people Israel, and will plant them, and they shall dwell in their place, and shall be moved no more; neither shall the children of wickedness waste them any more, as at the beginning,","Also I will ordain a place for my people Israel, and will plant them, and they shall dwell in their place, and shall be moved no more; neither shall the children of wickedness waste them any more, as at the beginning,"
4362,33,0,"And since the time that I commanded judges to be over my people Israel. Moreover I will subdue all thine enemies. Furthermore I tell thee that the LORD will build thee an house.","And since the time that I commanded judges <i>to be</i> over my people Israel. Moreover I will subdue all thine enemies. Furthermore I tell thee that the L<font size=""-1"">ORD</font> will build thee an house."
4363,41,1,"And it shall come to pass, when thy days be expired that thou must go to be with thy fathers, that I will raise up thy seed after thee, which shall be of thy sons; and I will establish his kingdom.","¶And it shall come to pass, when thy days be expired that thou must go <i>to be</i> with thy fathers, that I will raise up thy seed after thee, which shall be of thy sons; and I will establish his kingdom."
4364,14,0,"He shall build me an house, and I will stablish his throne for ever.","He shall build me an house, and I will stablish his throne for ever."
4365,31,0,"I will be his father, and he shall be my son: and I will not take my mercy away from him, as I took it from him that was before thee:","I will be his father, and he shall be my son: and I will not take my mercy away from him, as I took <i>it</i> from <i>him</i> that was before thee:"
4366,22,0,"But I will settle him in mine house and in my kingdom for ever: and his throne shall be established for evermore.","But I will settle him in mine house and in my kingdom for ever: and his throne shall be established for evermore."
4367,17,0,"According to all these words, and according to all this vision, so did Nathan speak unto David.","According to all these words, and according to all this vision, so did Nathan speak unto David."
4368,29,1,"And David the king came and sat before the LORD, and said, Who am I, O LORD God, and what is mine house, that thou hast brought me hitherto?","¶And David the king came and sat before the L<font size=""-1"">ORD</font>, and said, Who <i>am</i> I, O L<font size=""-1"">ORD</font> God, and what <i>is</i> mine house, that thou hast brought me hitherto?"
4369,44,0,"And yet this was a small thing in thine eyes, O God; for thou hast also spoken of thy servant's house for a great while to come, and hast regarded me according to the estate of a man of high degree, O LORD God.","And <i>yet</i> this was a small thing in thine eyes, O God; for thou hast <i>also</i> spoken of thy servant's house for a great while to come, and hast regarded me according to the estate of a man of high degree, O L<font size=""-1"">ORD</font> God."
4370,18,0,"What can David speak more to thee for the honour of thy servant? for thou knowest thy servant.","What can David <i>speak</i> more to thee for the honour of thy servant? for thou knowest thy servant."
4371,25,0,"O LORD, for thy servant's sake, and according to thine own heart, hast thou done all this greatness, in making known all these great things.","O L<font size=""-1"">ORD</font>, for thy servant's sake, and according to thine own heart, hast thou done all this greatness, in making known all <i>these</i> great things."
4372,24,0,"O LORD, there is none like thee, neither is there any God beside thee, according to all that we have heard with our ears.","O L<font size=""-1"">ORD</font>, <i>there is</i> none like thee, neither <i>is there any</i> God beside thee, according to all that we have heard with our ears."
4373,46,0,"And what one nation in the earth is like thy people Israel, whom God went to redeem to be his own people, to make thee a name of greatness and terribleness, by driving out nations from before thy people, whom thou hast redeemed out of Egypt?","And what one nation in the earth <i>is</i> like thy people Israel, whom God went to redeem <i>to be</i> his own people, to make thee a name of greatness and terribleness, by driving out nations from before thy people, whom thou hast redeemed out of Egypt?"
4374,18,0,"For thy people Israel didst thou make thine own people for ever; and thou, LORD, becamest their God.","For thy people Israel didst thou make thine own people for ever; and thou, L<font size=""-1"">ORD</font>, becamest their God."
4375,27,0,"Therefore now, LORD, let the thing that thou hast spoken concerning thy servant and concerning his house be established for ever, and do as thou hast said.","Therefore now, L<font size=""-1"">ORD</font>, let the thing that thou hast spoken concerning thy servant and concerning his house be established for ever, and do as thou hast said."
4376,40,0,"Let it even be established, that thy name may be magnified for ever, saying, The LORD of hosts is the God of Israel, even a God to Israel: and let the house of David thy servant be established before thee.","Let it even be established, that thy name may be magnified for ever, saying, The L<font size=""-1"">ORD</font> of hosts <i>is</i> the God of Israel, <i>even</i> a God to Israel: and <i>let</i> the house of David thy servant <i>be</i> established before thee."
4377,28,0,"For thou, O my God, hast told thy servant that thou wilt build him an house: therefore thy servant hath found in his heart to pray before thee.","For thou, O my God, hast told thy servant that thou wilt build him an house: therefore thy servant hath found <i>in his heart</i> to pray before thee."
4378,14,0,"And now, LORD, thou art God, and hast promised this goodness unto thy servant:","And now, L<font size=""-1"">ORD</font>, thou art God, and hast promised this goodness unto thy servant:"
4379,33,0,"Now therefore let it please thee to bless the house of thy servant, that it may be before thee for ever: for thou blessest, O LORD, and it shall be blessed for ever.","Now therefore let it please thee to bless the house of thy servant, that it may be before thee for ever: for thou blessest, O L<font size=""-1"">ORD</font>, and <i>it shall be</i> blessed for ever."
4609,28,0,"Now after this it came to pass, that David smote the Philistines, and subdued them, and took Gath and her towns out of the hand of the Philistines.","Now after this it came to pass, that David smote the Philistines, and subdued them, and took Gath and her towns out of the hand of the Philistines."
4610,13,0,"And he smote Moab; and the Moabites became David's servants, and brought gifts.","And he smote Moab; and the Moabites became David's servants, <i>and</i> brought gifts."
4611,20,1,"And David smote Hadarezer king of Zobah unto Hamath, as he went to stablish his dominion by the river Euphrates.","¶And David smote Hadarezer king of Zobah unto Hamath, as he went to stablish his dominion by the river Euphrates."
4612,30,0,"And David took from him a thousand chariots, and seven thousand horsemen, and twenty thousand footmen: David also houghed all the chariot horses, but reserved of them an hundred chariots.","And David took from him a thousand chariots, and seven thousand horsemen, and twenty thousand footmen: David also houghed all the chariot <i>horses</i>, but reserved of them an hundred chariots."
4613,23,0,"And when the Syrians of Damascus came to help Hadarezer king of Zobah, David slew of the Syrians two and twenty thousand men.","And when the Syrians of Damascus came to help Hadarezer king of Zobah, David slew of the Syrians two and twenty thousand men."
4614,23,0,"Then David put garrisons in Syria-damascus; and the Syrians became David's servants, and brought gifts. Thus the LORD preserved David whithersoever he went.","Then David put <i>garrisons</i> in Syria–damascus; and the Syrians became David's servants, <i>and</i> brought gifts. Thus the L<font size=""-1"">ORD</font> preserved David whithersoever he went."
4615,19,0,"And David took the shields of gold that were on the servants of Hadarezer, and brought them to Jerusalem.","And David took the shields of gold that were on the servants of Hadarezer, and brought them to Jerusalem."
4616,28,0,"Likewise from Tibhath, and from Chun, cities of Hadarezer, brought David very much brass, wherewith Solomon made the brasen sea, and the pillars, and the vessels of brass.","Likewise from Tibhath, and from Chun, cities of Hadarezer, brought David very much brass, wherewith Solomon made the brasen sea, and the pillars, and the vessels of brass."
4617,19,1,"Now when Tou king of Hamath heard how David had smitten all the host of Hadarezer king of Zobah;","¶Now when Tou king of Hamath heard how David had smitten all the host of Hadarezer king of Zobah;"
4618,45,0,"He sent Hadoram his son to king David, to enquire of his welfare, and to congratulate him, because he had fought against Hadarezer, and smitten him; (for Hadarezer had war with Tou;) and with him all manner of vessels of gold and silver and brass.","He sent Hadoram his son to king David, to enquire of his welfare, and to congratulate him, because he had fought against Hadarezer, and smitten him; (for Hadarezer had war with Tou;) and <i>with him</i> all manner of vessels of gold and silver and brass."
4619,39,1,"Them also king David dedicated unto the LORD, with the silver and the gold that he brought from all these nations; from Edom, and from Moab, and from the children of Ammon, and from the Philistines, and from Amalek.","¶Them also king David dedicated unto the L<font size=""-1"">ORD</font>, with the silver and the gold that he brought from all <i>these</i> nations; from Edom, and from Moab, and from the children of Ammon, and from the Philistines, and from Amalek."
4620,17,0,"Moreover Abishai the son of Zeruiah slew of the Edomites in the valley of salt eighteen thousand.","Moreover Abishai the son of Zeruiah slew of the Edomites in the valley of salt eighteen thousand."
4621,21,1,"And he put garrisons in Edom; and all the Edomites became David's servants. Thus the LORD preserved David whithersoever he went.","¶And he put garrisons in Edom; and all the Edomites became David's servants. Thus the L<font size=""-1"">ORD</font> preserved David whithersoever he went."
4622,15,1,"So David reigned over all Israel, and executed judgment and justice among all his people.","¶So David reigned over all Israel, and executed judgment and justice among all his people."
4623,17,0,"And Joab the son of Zeruiah was over the host; and Jehoshaphat the son of Ahilud, recorder.","And Joab the son of Zeruiah <i>was</i> over the host; and Jehoshaphat the son of Ahilud, recorder."
4624,19,0,"And Zadok the son of Ahitub, and Abimelech the son of Abiathar, were the priests; and Shavsha was scribe;","And Zadok the son of Ahitub, and Abimelech the son of Abiathar, <i>were</i> the priests; and Shavsha was scribe;"
4625,23,0,"And Benaiah the son of Jehoiada was over the Cherethites and the Pelethites; and the sons of David were chief about the king.","And Benaiah the son of Jehoiada <i>was</i> over the Cherethites and the Pelethites; and the sons of David <i>were</i> chief about the king."
4865,24,0,"Now it came to pass after this, that Nahash the king of the children of Ammon died, and his son reigned in his stead.","Now it came to pass after this, that Nahash the king of the children of Ammon died, and his son reigned in his stead."
4866,49,0,"And David said, I will shew kindness unto Hanun the son of Nahash, because his father shewed kindness to me. And David sent messengers to comfort him concerning his father. So the servants of David came into the land of the children of Ammon to Hanun, to comfort him.","And David said, I will shew kindness unto Hanun the son of Nahash, because his father shewed kindness to me. And David sent messengers to comfort him concerning his father. So the servants of David came into the land of the children of Ammon to Hanun, to comfort him."
4867,45,0,"But the princes of the children of Ammon said to Hanun, Thinkest thou that David doth honour thy father, that he hath sent comforters unto thee? are not his servants come unto thee for to search, and to overthrow, and to spy out the land?","But the princes of the children of Ammon said to Hanun, Thinkest thou that David doth honour thy father, that he hath sent comforters unto thee? are not his servants come unto thee for to search, and to overthrow, and to spy out the land?"
4868,24,0,"Wherefore Hanun took David's servants, and shaved them, and cut off their garments in the midst hard by their buttocks, and sent them away.","Wherefore Hanun took David's servants, and shaved them, and cut off their garments in the midst hard by their buttocks, and sent them away."
4869,39,0,"Then there went certain, and told David how the men were served. And he sent to meet them: for the men were greatly ashamed. And the king said, Tarry at Jericho until your beards be grown, and then return.","Then there went <i>certain</i>, and told David how the men were served. And he sent to meet them: for the men were greatly ashamed. And the king said, Tarry at Jericho until your beards be grown, and <i>then</i> return."
4870,44,1,"And when the children of Ammon saw that they had made themselves odious to David, Hanun and the children of Ammon sent a thousand talents of silver to hire them chariots and horsemen out of Mesopotamia, and out of Syria-maachah, and out of Zobah.","¶And when the children of Ammon saw that they had made themselves odious to David, Hanun and the children of Ammon sent a thousand talents of silver to hire them chariots and horsemen out of Mesopotamia, and out of Syria–maachah, and out of Zobah."
4871,37,0,"So they hired thirty and two thousand chariots, and the king of Maachah and his people; who came and pitched before Medeba. And the children of Ammon gathered themselves together from their cities, and came to battle.","So they hired thirty and two thousand chariots, and the king of Maachah and his people; who came and pitched before Medeba. And the children of Ammon gathered themselves together from their cities, and came to battle."
4872,17,0,"And when David heard of it, he sent Joab, and all the host of the mighty men.","And when David heard <i>of it</i>, he sent Joab, and all the host of the mighty men."
4873,31,0,"And the children of Ammon came out, and put the battle in array before the gate of the city: and the kings that were come were by themselves in the field.","And the children of Ammon came out, and put the battle in array before the gate of the city: and the kings that were come <i>were</i> by themselves in the field."
4874,31,0,"Now when Joab saw that the battle was set against him before and behind, he chose out of all the choice of Israel, and put them in array against the Syrians.","Now when Joab saw that the battle was set against him before and behind, he chose out of all the choice of Israel, and put <i>them</i> in array against the Syrians."
4875,26,0,"And the rest of the people he delivered unto the hand of Abishai his brother, and they set themselves in array against the children of Ammon.","And the rest of the people he delivered unto the hand of Abishai his brother, and they set <i>themselves</i> in array against the children of Ammon."
4876,32,0,"And he said, If the Syrians be too strong for me, then thou shalt help me: but if the children of Ammon be too strong for thee, then I will help thee.","And he said, If the Syrians be too strong for me, then thou shalt help me: but if the children of Ammon be too strong for thee, then I will help thee."
4877,32,0,"Be of good courage, and let us behave ourselves valiantly for our people, and for the cities of our God: and let the LORD do that which is good in his sight.","Be of good courage, and let us behave ourselves valiantly for our people, and for the cities of our God: and let the L<font size=""-1"">ORD</font> do <i>that which is</i> good in his sight."
4878,22,0,"So Joab and the people that were with him drew nigh before the Syrians unto the battle; and they fled before him.","So Joab and the people that <i>were</i> with him drew nigh before the Syrians unto the battle; and they fled before him."
4879,29,0,"And when the children of Ammon saw that the Syrians were fled, they likewise fled before Abishai his brother, and entered into the city. Then Joab came to Jerusalem.","And when the children of Ammon saw that the Syrians were fled, they likewise fled before Abishai his brother, and entered into the city. Then Joab came to Jerusalem."
4880,39,1,"And when the Syrians saw that they were put to the worse before Israel, they sent messengers, and drew forth the Syrians that were beyond the river: and Shophach the captain of the host of Hadarezer went before them.","¶And when the Syrians saw that they were put to the worse before Israel, they sent messengers, and drew forth the Syrians that <i>were</i> beyond the river: and Shophach the captain of the host of Hadarezer <i>went</i> before them."
4881,42,0,"And it was told David; and he gathered all Israel, and passed over Jordan, and came upon them, and set the battle in array against them. So when David had put the battle in array against the Syrians, they fought with him.","And it was told David; and he gathered all Israel, and passed over Jordan, and came upon them, and set <i>the battle</i> in array against them. So when David had put the battle in array against the Syrians, they fought with him."
4882,31,0,"But the Syrians fled before Israel; and David slew of the Syrians seven thousand men which fought in chariots, and forty thousand footmen, and killed Shophach the captain of the host.","But the Syrians fled before Israel; and David slew of the Syrians seven thousand <i>men which fought in</i> chariots, and forty thousand footmen, and killed Shophach the captain of the host."
4883,36,0,"And when the servants of Hadarezer saw that they were put to the worse before Israel, they made peace with David, and became his servants: neither would the Syrians help the children of Ammon any more.","And when the servants of Hadarezer saw that they were put to the worse before Israel, they made peace with David, and became his servants: neither would the Syrians help the children of Ammon any more."
5121,54,0,"And it came to pass, that after the year was expired, at the time that kings go out to battle, Joab led forth the power of the army, and wasted the country of the children of Ammon, and came and besieged Rabbah. But David tarried at Jerusalem. And Joab smote Rabbah, and destroyed it.","And it came to pass, that after the year was expired, at the time that kings go out <i>to battle</i>, Joab led forth the power of the army, and wasted the country of the children of Ammon, and came and besieged Rabbah. But David tarried at Jerusalem. And Joab smote Rabbah, and destroyed it."
5122,46,0,"And David took the crown of their king from off his head, and found it to weigh a talent of gold, and there were precious stones in it; and it was set upon David's head: and he brought also exceeding much spoil out of the city.","And David took the crown of their king from off his head, and found it to weigh a talent of gold, and <i>there were</i> precious stones in it; and it was set upon David's head: and he brought also exceeding much spoil out of the city."
5123,45,0,"And he brought out the people that were in it, and cut them with saws, and with harrows of iron, and with axes. Even so dealt David with all the cities of the children of Ammon. And David and all the people returned to Jerusalem.","And he brought out the people that <i>were</i> in it, and cut <i>them</i> with saws, and with harrows of iron, and with axes. Even so dealt David with all the cities of the children of Ammon. And David and all the people returned to Jerusalem."
5124,36,1,"And it came to pass after this, that there arose war at Gezer with the Philistines; at which time Sibbechai the Hushathite slew Sippai, that was of the children of the giant: and they were subdued.","¶And it came to pass after this, that there arose war at Gezer with the Philistines; at which time Sibbechai the Hushathite slew Sippai, <i>that was</i> of the children of the giant: and they were subdued."
5125,30,0,"And there was war again with the Philistines; and Elhanan the son of Jair slew Lahmi the brother of Goliath the Gittite, whose spear staff was like a weaver's beam.","And there was war again with the Philistines; and Elhanan the son of Jair slew Lahmi the brother of Goliath the Gittite, whose spear staff <i>was</i> like a weaver's beam."
5126,41,0,"And yet again there was war at Gath, where was a man of great stature, whose fingers and toes were four and twenty, six on each hand, and six on each foot: and he also was the son of the giant.","And yet again there was war at Gath, where was a man of <i>great</i> stature, whose fingers and toes <i>were</i> four and twenty, six <i>on each hand</i>, and six <i>on each foot</i>: and he also was the son of the giant."
5127,14,0,"But when he defied Israel, Jonathan the son of Shimea David's brother slew him.","But when he defied Israel, Jonathan the son of Shimea David's brother slew him."
5128,23,0,"These were born unto the giant in Gath; and they fell by the hand of David, and by the hand of his servants.","These were born unto the giant in Gath; and they fell by the hand of David, and by the hand of his servants."
5377,12,0,"And Satan stood up against Israel, and provoked David to number Israel.","And Satan stood up against Israel, and provoked David to number Israel."
5378,33,0,"And David said to Joab and to the rulers of the people, Go, number Israel from Beer-sheba even to Dan; and bring the number of them to me, that I may know it.","And David said to Joab and to the rulers of the people, Go, number Israel from Beer–sheba even to Dan; and bring the number of them to me, that I may know <i>it</i>."
5379,47,0,"And Joab answered, The LORD make his people an hundred times so many more as they be: but, my lord the king, are they not all my lord's servants? why then doth my lord require this thing? why will he be a cause of trespass to Israel?","And Joab answered, The L<font size=""-1"">ORD</font> make his people an hundred times so many more as they <i>be</i>: but, my lord the king, <i>are</i> they not all my lord's servants? why then doth my lord require this thing? why will he be a cause of trespass to Israel?"
5380,19,0,"Nevertheless the king's word prevailed against Joab. Wherefore Joab departed, and went throughout all Israel, and came to Jerusalem.","Nevertheless the king's word prevailed against Joab. Wherefore Joab departed, and went throughout all Israel, and came to Jerusalem."
5381,43,1,"And Joab gave the sum of the number of the people unto David. And all they of Israel were a thousand thousand and an hundred thousand men that drew sword: and Judah was four hundred threescore and ten thousand men that drew sword.","¶And Joab gave the sum of the number of the people unto David. And all <i>they of</i> Israel were a thousand thousand and an hundred thousand men that drew sword: and Judah <i>was</i> four hundred threescore and ten thousand men that drew sword."
