ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
7695,24,3,"","","w w w w w, Twt, w, w. w w w Tw wt w w w, Twt, w Twt w w, Tw wt w:"
7696,23,0,"","","w w; w w w w; w w Twt w w w w w; w w w Twt w w, Tw wt w."
7697,29,0,"","","w w Twt w w Twt w, w w w w Twt w, w w w w w w w w w, w w w w w w w."
7698,16,3,"","","w w w Tw wt w w w w w, w, w w w w w:"
7699,36,0,"","","w w w w w w w w; w w w w w w w w; w w w w w w w w w w w; w w w w w w w w w."
7700,21,0,"","","w Twt w w w w w w; w w, w w w w, w w, w w w w w."
7701,14,0,"","","w w Twt w w w w, w w w Twt w w w:"
7702,15,0,"","","w w w w w w; w w w w w w w w w;"
7703,17,0,"","","w w w Twt w w w w; w w w w w w w w w."
7704,15,3,"","","w w w Tw w wt w w w w, w w Twt w w:"
7705,15,0,"","","w w Twt w w w w, w w w w w w w w;"
7706,15,0,"","","w w Tw wt w w w, w w w w w w w w;"
7707,14,0,"","","w w w w w, w w w w w w w w w;"
7708,12,0,"","","w w w w w w w, w w w w w."
7709,13,3,"","","w w w Twt w w w, w, w w w w w:"
7710,13,0,"","","w w Tw wt w w w, w w w w w w;"
7711,16,0,"","","w w; w w w w; w w w, w w Tw wt w w w."
7712,21,0,"","","w w w w w w w w w, w w w w w w, Twt w w w w w."
7713,25,0,"","","w w w w w w w w, w w w w w w w w w: w w w w w w w w."
7937,12,0,"","","w w w w w, w w w w w w w."
7938,17,0,"","","w, w w? w w, w w w w w? w w, w w w w w?"
7939,14,0,"","","w w w w w w, w w w w w w w w."
7940,20,0,"","","Tw wt w w w, w w, Tw wt w w w w w w; w w w w w:"
7941,16,0,"","","w w w, w w w w, w w w w w w w w w."
7942,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
7943,13,0,"","","w w w, w w w w, w w w w w w."
7944,17,0,"","","w w w w w w w w w w w w w w w w w."
7945,14,0,"","","w w w, w w, w w w w w w w w w."
7946,13,1,"","","w w w w w w? w w w Twt w w w."
7947,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
7948,14,0,"","","w w w w w w w w w w w w w w."
7949,11,0,"","","w w w, w w, w w w w w w."
7950,12,0,"","","w w w w w w; w w w w w w."
7951,20,0,"","","w w w w w w w w, w w w w w w, w w w w w w."
7952,17,0,"","","w w w w, w w w: w w w w w w w w w w."
7953,10,0,"","","w w w w w w, w w w w."
7954,14,0,"","","w w w w w Twt w: w w w w w w w."
7955,13,0,"","","w w w w w w w, w w w w w w."
7956,17,0,"","","w w w w w w w w; w, w w w w w w w w."
7957,18,0,"","","w w w w w w w w w w: w w w w Twt w w w."
7958,12,0,"","","w w w w w w; w w Twt w w w."
7959,16,0,"","","w w w w w w w, w w w w w w w w w."
7960,13,0,"","","w w w w, w w Twt; w w w w w w."
7961,14,0,"","","w w w Twt w w; w w w w w w w w."
7962,15,0,"","","w w w w w w; w w w w Twt w w w w."
7963,16,0,"","","w w w w w w w w w, w w w w w w w."
7964,15,0,"","","w w w w, w w w w; w w Twt, w w w w."
7965,10,0,"","","w w w w w, w w w w w."
7966,18,0,"","","w Twt w, w w Twt w: Twt w w Twt w w Dwd, w w w w."
7967,18,0,"","","w w w w w w w w; w w w w w w w w w w."
